,FlrOnset,Flrmaxtime,Flrendtime,FlrPeakFlux,Flareq,xrsclass,optclass,optlocation,region,radiopatrol,TypeII,TypeIIDur,TypeIV,TypeIVDur,cmepatrol,cmeonset,cmespeed,satid,FlrHpTime,FlrIntFlux,FlrIntFlux2,IntFluxQ,tmewe,emmewe,tchianti,emchianti,Association,S1,S2,S3,S4,S5,GT100,Width,sep,1MHz_fluence,1MHz_close_freq,typeIII_int,FlarePersistence
1369,1990-04-14T02:15:00.000,1990-04-14T02:41:00.000,1990-04-14T03:02:00.000,9.04e-06,16.0,C9.0,SF,N25W56,6007,,0,-1.0,0,-1.0,No,,,G7,1990-04-14T03:02:00.000,0.0179,0.0135,,8.38,49.5,9.81,48.9,None,,,,,,,,0,,,,4.9000000000000005e-05
1370,1990-04-14T12:05:00.000,1990-04-14T12:30:00.000,1990-04-14T12:38:00.000,1.06e-05,16.0,M1.0,SN,S32E35,6018,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-14T12:35:00.000,0.00801,0.0053,,12.6,49.2,13.4,48.7,None,,,,,,,,0,,,,4.9000000000000005e-05
1371,1990-04-14T14:06:00.000,1990-04-14T14:20:00.000,1990-04-14T15:03:00.000,3.56e-06,16.0,C3.5,SF,S16E73,6021,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-14T15:03:00.000,0.0101,0.00499,,7.49,49.3,8.9,48.6,None,,,,,,,,0,,,,4.9000000000000005e-05
1372,1990-04-15T02:26:00.000,1990-04-15T03:00:00.000,1990-04-15T09:38:00.000,0.00015,16.0,X1.4,2B,N32E57,6022,Yes,1,35.0,1,133.0,No,,,G7,1990-04-15T03:49:00.000,0.524,0.517,,22.9,50.0,21.0,49.7,ProtonFlare 1,990-04-16T03:55:00.000,,,,,,,1,,,,1.3000000000000001e-05
1373,1990-04-15T11:40:00.000,1990-04-15T11:57:00.000,1990-04-15T12:11:00.000,1.01e-05,-1.0,M1.0,SF,S15E61,6021,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-15T12:07:00.000,0.0107,0.00698,,10.3,49.3,11.5,48.7,None,,,,,,,,0,,,,0.00014
1374,1990-04-15T23:42:00.000,1990-04-15T23:55:00.000,1990-04-16T00:18:00.000,9.64e-06,-1.0,C9.6,SF,N30W43,6012,,0,-1.0,0,-1.0,No,,,G7,1990-04-16T00:17:00.000,0.015,0.01,,11.8,49.2,12.7,48.7,None,,,,,,,,0,,,,0.00014
1375,1990-04-15T23:42:00.000,1990-04-15T23:55:00.000,1990-04-16T00:18:00.000,9.64e-06,-1.0,C9.6,SF,N31W46,6012,,0,-1.0,0,-1.0,No,,,G7,1990-04-16T00:17:00.000,0.015,0.01,,11.8,49.2,12.7,48.7,None,,,,,,,,0,,,,0.00014
1376,1990-04-16T00:37:00.000,1990-04-16T00:41:00.000,1990-04-16T00:59:00.000,2.09e-05,-1.0,M2.0,2B,S31E17,6018,,0,-1.0,0,-1.0,No,,,G7,1990-04-16T00:47:00.000,0.00901,0.00639,,12.3,49.3,13.1,48.9,None,,,,,,,,0,,,,0.00014
1377,1990-04-16T06:26:00.000,1990-04-16T06:33:00.000,1990-04-16T07:33:00.000,0.000223,-1.0,X2.2,2B,S13E41,6021,Yes,1,34.0,0,-1.0,No,,,G7,1990-04-16T06:37:00.000,0.0744,0.0732,,22.6,50.1,20.8,49.9,None,,,,,,,,0,,,,2e-05
1378,1990-04-17T14:23:00.000,1990-04-17T14:33:00.000,1990-04-17T15:07:00.000,1.44e-05,16.0,M1.4,2N,N26E16,6022,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-17T14:50:00.000,0.0149,0.0118,,11.6,49.2,12.5,48.8,None,,,,,,,,0,,,,1.4e-05
1379,1990-04-18T08:20:00.000,1990-04-18T08:28:00.000,1990-04-18T08:57:00.000,5.5e-06,16.0,C5.4,SN,S18E44,6031,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-18T08:56:00.000,0.00917,0.00498,,11.4,49.3,12.4,48.6,None,,,,,,,,0,,,,1.5000000000000002e-05
1381,1990-04-19T15:39:00.000,1990-04-19T16:03:00.000,1990-04-19T16:43:00.000,5.24e-06,16.0,C5.2,1F,N26W11,6022,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-19T16:33:00.000,0.0128,0.00753,,8.2,49.3,9.63,48.7,None,,,,,,,,0,,,,4.9000000000000005e-06
1382,1990-04-19T22:38:00.000,1990-04-19T23:04:00.000,1990-04-19T23:23:00.000,4.65e-06,16.0,C4.6,1F,N28W12,6022,,0,-1.0,0,-1.0,No,,,G7,1990-04-19T23:23:00.000,0.0092,0.00439,,8.34,49.4,9.77,48.7,None,,,,,,,,0,,,,5.2e-06
1383,1990-04-20T02:44:00.000,1990-04-20T04:02:00.000,1990-04-20T04:24:00.000,3.57e-06,16.0,C3.5,SF,N17W83,-1,,0,-1.0,0,-1.0,No,,,G7,1990-04-20T04:24:00.000,0.0185,0.00614,,5.69,49.5,6.92,48.8,None,,,,,,,,0,,,,5.2e-06
1384,1990-04-20T06:13:00.000,1990-04-20T06:21:00.000,1990-04-20T06:48:00.000,6.15e-06,144.0,C6.1,SF,S11W08,6021,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-20T06:48:00.000,0.00974,0.00527,,9.42,49.3,10.8,48.7,None,,,,,,,,0,,,,5.2e-06
1386,1990-04-20T18:13:00.000,1990-04-20T18:24:00.000,1990-04-20T18:43:00.000,1.56e-05,-1.0,M1.5,SF,S32W43,6018,,0,-1.0,0,-1.0,No,,,G7,1990-04-20T18:31:00.000,0.00918,0.0067,,11.7,49.5,12.6,48.9,None,,,,,,,,0,,,,9.699999999999999e-06
1387,1990-04-20T23:41:00.000,1990-04-20T23:53:00.000,1990-04-21T00:05:00.000,9.46e-06,-1.0,C9.4,1F,S33W43,6018,,0,-1.0,0,-1.0,No,,,G7,1990-04-21T00:04:00.000,0.00833,0.00579,,10.1,49.5,11.3,48.8,None,,,,,,,,0,,,,1.5000000000000002e-05
1388,1990-04-21T06:40:00.000,1990-04-21T06:52:00.000,1990-04-21T07:16:00.000,2.3e-05,16.0,M2.3,1N,S14W20,6021,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-21T07:03:00.000,0.018,0.0156,,14.8,49.3,15.0,49.0,None,,,,,,,,0,,,,1.5000000000000002e-05
1389,1990-04-21T07:13:00.000,1990-04-21T07:25:00.000,1990-04-21T08:10:00.000,2.33e-05,16.0,M2.3,1N,S14W20,6021,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-21T07:32:00.000,0.0207,0.0092,,11.9,49.4,12.8,49.0,None,,,,,,,,0,,,,2.3e-05
1390,1990-04-21T18:55:00.000,1990-04-21T19:25:00.000,1990-04-21T19:41:00.000,7.13e-06,128.0,C7.1,SN,S12W09,6032,,0,-1.0,0,-1.0,No,,,G7,1990-04-21T19:41:00.000,0.0149,0.00808,,8.17,49.3,9.6,48.7,None,,,,,,,,0,,,,2.3e-05
1391,1990-04-22T02:41:00.000,1990-04-22T03:18:00.000,1990-04-22T04:41:00.000,5.25e-06,16.0,C5.2,SF,S32W59,6018,,0,-1.0,0,-1.0,No,,,G7,1990-04-22T04:04:00.000,0.0197,0.0125,,7.53,49.5,8.95,48.8,None,,,,,,,,0,,,,2.3e-05
1392,1990-04-22T08:41:00.000,1990-04-22T09:32:00.000,1990-04-22T10:12:00.000,4.04e-06,16.0,C4.0,1F,N25E08,6029,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-22T09:53:00.000,0.0123,0.00636,,6.08,49.4,7.37,48.8,None,,,,,,,,0,,,,7.2e-06
1393,1990-04-23T12:31:00.000,1990-04-23T13:08:00.000,1990-04-23T13:42:00.000,1.23e-05,-1.0,M1.2,2N,S11W33,6032,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-23T13:30:00.000,0.0244,0.0196,,9.2,49.4,10.6,48.9,None,,,,,,,,0,,,,2.8e-06
1394,1990-04-25T23:43:00.000,1990-04-25T23:53:00.000,1990-04-26T00:09:00.000,8.32e-06,-1.0,C8.3,SF,N36W75,6022,,0,-1.0,0,-1.0,No,,,G7,1990-04-26T00:08:00.000,0.01,0.00607,,11.7,49.2,12.6,48.6,None,,,,,,,,0,,,,3.6e-06
1396,1990-04-26T15:14:00.000,1990-04-26T15:44:00.000,1990-04-26T16:07:00.000,5.93e-06,-1.0,C5.9,SF,N21W77,6030,Yes,0,-1.0,0,-1.0,No,,,G7,1990-04-26T16:07:00.000,0.014,0.00837,,9.09,49.3,10.5,48.6,None,,,,,,,,0,,,,8.3e-06
1397,1990-04-27T22:23:00.000,1990-04-28T00:26:00.000,1990-04-28T02:31:00.000,2.44e-06,144.0,C2.4,SF,N18W38,6038,Yes,1,26.0,0,-1.0,No,,,G7,1990-04-28T00:43:00.000,0.0158,0.00595,,6.32,49.1,7.63,48.5,ProtonFlare 1,990-04-28T04:25:00.000,,,,,,,1,,,,6e-06
1398,1990-05-08T18:47:00.000,1990-05-08T18:54:00.000,1990-05-08T19:11:00.000,3.32e-05,-1.0,M3.3,SF,N15E02,6049,Yes,1,8.0,0,-1.0,No,,,G7,1990-05-08T19:01:00.000,0.0153,0.0143,,19.8,49.3,18.8,49.1,None,,,,,,,,0,,,,3.3e-05
1399,1990-05-10T10:54:00.000,1990-05-10T11:12:00.000,1990-05-10T11:29:00.000,8.02e-06,-1.0,C8.0,SF,S17E37,6054,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-10T11:29:00.000,0.0112,0.00814,,16.8,49.3,16.5,48.7,None,,,,,,,,0,,,,8.5e-06
1405,1990-05-11T20:50:00.000,1990-05-11T21:02:00.000,1990-05-11T21:22:00.000,0.000364,-1.0,X3.6,2B,N29E86,6063,Yes,0,-1.0,1,20.0,No,,,G7,1990-05-11T21:07:00.000,0.155,0.153,,28.0,50.2,24.4,50.0,None,,,,,,,,0,,,,0.00024
1406,1990-05-12T11:22:00.000,1990-05-12T11:38:00.000,1990-05-12T11:46:00.000,0.000129,16.0,X1.2,2B,N31E74,6063,Yes,1,15.0,1,21.0,No,,,G7,1990-05-12T11:42:00.000,0.0658,0.0621,,23.3,49.8,21.3,49.6,None,,,,,,,,0,,,,0.00036
1408,1990-05-13T08:09:00.000,1990-05-13T08:38:00.000,1990-05-13T08:59:00.000,3.98e-06,16.0,C3.9,1F,N31E50,6062,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-13T08:59:00.000,0.00883,0.00394,,6.74,49.3,8.09,48.7,None,,,,,,,,0,,,,0.00012
1409,1990-05-13T12:32:00.000,1990-05-13T12:46:00.000,1990-05-13T13:49:00.000,2.49e-05,16.0,M2.4,1N,S18E72,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-13T12:54:00.000,0.0197,0.0163,,15.7,49.4,15.8,49.0,None,,,,,,,,0,,,,1.7e-05
1410,1990-05-13T19:11:00.000,1990-05-13T19:51:00.000,1990-05-13T20:11:00.000,6.22e-06,-1.0,C6.2,SF,S17E66,6064,,0,-1.0,0,-1.0,No,,,G7,1990-05-13T20:11:00.000,0.0151,0.00947,,7.81,49.4,9.23,48.8,None,,,,,,,,0,,,,2.4e-05
1411,1990-05-15T00:24:00.000,1990-05-15T00:34:00.000,1990-05-15T01:01:00.000,1.29e-05,-1.0,M1.2,2B,S18E53,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-15T00:45:00.000,0.0115,0.00641,,10.8,49.4,11.9,48.9,None,,,,,,,,0,,,,1.2e-05
1412,1990-05-15T12:47:00.000,1990-05-15T13:20:00.000,1990-05-15T13:40:00.000,0.000174,-1.0,X1.7,3B,N42E38,6063,Yes,1,1.0,1,38.0,No,,,G7,1990-05-15T13:40:00.000,0.286,0.273,,18.8,50.1,18.0,49.8,None,,,,,,,,0,,,,0.00017
1413,1990-05-16T00:36:00.000,1990-05-16T01:08:00.000,1990-05-16T01:52:00.000,1.72e-05,16.0,M1.7,2F,N33E24,6063,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-16T01:25:00.000,0.0306,0.0244,,11.0,49.5,12.1,49.0,None,,,,,,,,0,,,,0.00017
1414,1990-05-17T02:58:00.000,1990-05-17T03:30:00.000,1990-05-17T03:38:00.000,1.16e-05,16.0,M1.1,SN,N31E20,6063,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-17T03:35:00.000,0.0107,0.00711,,13.5,49.3,14.1,48.7,None,,,,,,,,0,,,,5.5e-06
1415,1990-05-17T09:53:00.000,1990-05-17T10:31:00.000,1990-05-17T11:09:00.000,1.03e-05,16.0,M1.0,SF,N31W04,6062,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-17T11:02:00.000,0.0278,0.0216,,9.24,49.5,10.6,48.9,None,,,,,,,,0,,,,1.1000000000000001e-05
1416,1990-05-17T12:14:00.000,1990-05-17T12:35:00.000,1990-05-17T13:02:00.000,8.87e-06,16.0,C8.8,SF,S14E20,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-17T13:02:00.000,0.0182,0.00991,,12.0,49.2,12.9,48.7,None,,,,,,,,0,,,,1.1000000000000001e-05
1417,1990-05-17T14:31:00.000,1990-05-17T14:48:00.000,1990-05-17T15:04:00.000,7.67e-06,-1.0,C7.6,1F,S16E20,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-17T15:04:00.000,0.0126,0.0052,,10.5,49.2,11.7,48.7,None,,,,,,,,0,,,,1.1000000000000001e-05
1418,1990-05-18T02:48:00.000,1990-05-18T03:35:00.000,1990-05-18T04:32:00.000,6.61e-06,16.0,C6.6,SF,S12E14,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-18T04:32:00.000,0.027,0.0169,,9.37,49.5,10.7,48.9,None,,,,,,,,0,,,,1.1000000000000001e-05
1419,1990-05-18T20:44:00.000,1990-05-18T22:44:00.000,1990-05-18T23:53:00.000,1.74e-05,144.0,M1.7,1F,N32W13,6063,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-18T23:53:00.000,0.134,0.0969,,8.6,49.6,10.0,49.1,None,,,,,,,,0,,,,6.5999999999999995e-06
1420,1990-05-19T12:36:00.000,1990-05-19T13:07:00.000,1990-05-19T13:45:00.000,2.07e-05,16.0,M2.0,2N,S17W09,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-19T13:21:00.000,0.0361,0.027,,13.9,49.4,14.3,49.0,None,,,,,,,,0,,,,1.7e-05
1421,1990-05-19T16:47:00.000,1990-05-19T17:29:00.000,1990-05-19T20:35:00.000,7.46e-06,-1.0,C7.4,SF,S16W11,6064,,0,-1.0,0,-1.0,No,,,G7,1990-05-19T19:02:00.000,0.0461,0.0231,,9.87,49.4,11.2,48.8,None,,,,,,,,0,,,,2e-05
1422,1990-05-20T03:35:00.000,1990-05-20T04:23:00.000,1990-05-20T04:43:00.000,1.08e-05,16.0,M1.0,1N,S16W17,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-20T04:35:00.000,0.0246,0.0137,,11.5,49.3,12.5,48.7,None,,,,,,,,0,,,,2e-05
1424,1990-05-20T12:58:00.000,1990-05-20T13:41:00.000,1990-05-20T14:27:00.000,5.71e-06,16.0,C5.7,SF,N30W53,6060,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-20T14:27:00.000,0.023,0.0117,,7.14,49.3,8.53,48.7,None,,,,,,,,0,,,,2e-05
1425,1990-05-20T23:25:00.000,1990-05-21T00:08:00.000,1990-05-21T01:08:00.000,1.63e-05,16.0,M1.6,2N,N34W42,6063,Yes,1,1.0,1,2.0,No,,,G7,1990-05-21T00:33:00.000,0.0436,0.0337,,10.1,49.4,11.3,48.9,None,,,,,,,,0,,,,1e-05
1426,1990-05-21T01:20:00.000,1990-05-21T01:31:00.000,1990-05-21T01:59:00.000,4.81e-05,-1.0,M4.8,1B,N33W30,6063,Yes,1,5.0,1,417.0,No,,,G7,1990-05-21T01:43:00.000,0.0456,0.0397,,19.3,49.5,18.4,49.2,None,,,,,,,,0,,,,1.6000000000000003e-05
1427,1990-05-21T05:02:00.000,1990-05-21T05:12:00.000,1990-05-21T05:25:00.000,1.02e-05,-1.0,M1.0,1N,S16W29,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-21T05:22:00.000,0.00821,0.00627,,14.5,49.2,14.8,48.7,None,,,,,,,,0,,,,4.8e-05
1428,1990-05-21T05:44:00.000,1990-05-21T06:36:00.000,1990-05-21T07:52:00.000,1.37e-05,-1.0,M1.3,SN,S11W32,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-21T06:59:00.000,0.0385,0.0261,,8.45,49.6,9.87,49.0,None,,,,,,,,0,,,,4.8e-05
1429,1990-05-21T22:10:00.000,1990-05-21T22:18:00.000,1990-05-21T23:14:00.000,0.000551,-1.0,X5.5,2B,N35W36,6063,Yes,0,-1.0,1,149.0,No,,,G7,1990-05-21T22:26:00.000,0.317,0.315,,25.1,50.5,22.5,50.3,ProtonFlare 1,990-05-21T22:50:00.000,,,,,,,1,,,,4.8e-05
1430,1990-05-22T00:01:00.000,1990-05-22T00:56:00.000,1990-05-22T02:02:00.000,3.29e-05,16.0,M3.2,1F,S16W44,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-22T01:23:00.000,0.084,0.0744,,15.0,49.4,15.2,49.1,None,,,,,,,,0,,,,0.00055
1431,1990-05-23T03:58:00.000,1990-05-23T04:23:00.000,1990-05-23T05:05:00.000,8.77e-05,-1.0,M8.7,1B,N33W55,6063,Yes,0,-1.0,1,337.0,No,,,G7,1990-05-23T04:34:00.000,0.0822,0.0788,,22.7,49.7,20.9,49.5,None,,,,,,,,0,,,,6.4e-06
1433,1990-05-23T08:07:00.000,1990-05-23T08:16:00.000,1990-05-23T08:21:00.000,1.97e-05,-1.0,M1.9,1B,S14W60,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-23T08:21:00.000,0.0102,0.00612,,16.2,49.1,16.1,48.9,None,,,,,,,,0,,,,8.7e-05
1434,1990-05-23T08:47:00.000,1990-05-23T09:03:00.000,1990-05-23T10:00:00.000,2.73e-05,16.0,M2.7,1N,S16W61,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-23T09:15:00.000,0.0348,0.0234,,15.9,49.3,15.9,49.0,None,,,,,,,,0,,,,8.7e-05
1435,1990-05-23T19:56:00.000,1990-05-23T21:03:00.000,1990-05-23T21:16:00.000,4.01e-06,16.0,C4.0,SF,S13W69,6064,,0,-1.0,0,-1.0,No,,,G7,1990-05-23T21:09:00.000,0.0125,0.0057,,15.9,49.3,15.9,49.0,None,,,,,,,,0,,,,8.7e-05
1436,1990-05-24T05:56:00.000,1990-05-24T06:06:00.000,1990-05-24T06:24:00.000,1.31e-05,-1.0,M1.3,SF,S14W73,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-24T06:17:00.000,0.0116,0.00948,,18.9,49.2,18.1,48.7,None,,,,,,,,0,,,,2.7000000000000002e-05
1437,1990-05-24T07:59:00.000,1990-05-24T08:39:00.000,1990-05-24T11:04:00.000,5.18e-06,-1.0,C5.1,SF,N33W66,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-24T09:39:00.000,0.0245,0.0131,,10.5,49.0,11.7,48.4,None,,,,,,,,0,,,,2.7000000000000002e-05
1438,1990-05-24T20:45:00.000,1990-05-24T20:50:00.000,1990-05-24T22:05:00.000,0.000933,-1.0,X9.3,1B,N33W78,6063,Yes,1,7.0,1,71.0,No,,,G7,1990-05-24T20:54:00.000,0.283,0.281,,19.4,50.9,18.5,50.6,ProtonFlare 1,990-05-24T21:05:00.000,,,,,,,1,,,,1.3000000000000001e-05
1439,1990-05-24T23:25:00.000,1990-05-24T23:42:00.000,1990-05-25T00:00:00.000,5.83e-06,-1.0,C5.8,SF,S10W74,6064,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-24T23:59:00.000,0.00854,0.00498,,9.13,49.4,10.5,48.8,None,,,,,,,,0,,,,0.0009300000000000002
1440,1990-05-25T20:35:00.000,1990-05-25T21:07:00.000,1990-05-25T21:17:00.000,8.04e-06,16.0,C8.0,1N,S11W17,6071,,0,-1.0,0,-1.0,No,,,G7,1990-05-25T21:17:00.000,0.0135,0.00883,,10.2,49.3,11.4,48.7,None,,,,,,,,0,,,,0.0009300000000000002
1441,1990-05-26T17:39:00.000,1990-05-26T17:59:00.000,1990-05-26T18:44:00.000,2.47e-05,16.0,M2.4,1B,N17E58,6077,Yes,0,-1.0,0,-1.0,No,,,G7,1990-05-26T18:16:00.000,0.0366,0.0263,,15.4,49.3,15.5,49.0,None,,,,,,,,0,,,,2.4e-05
1442,1990-05-26T20:42:00.000,1990-05-26T20:57:00.000,1990-05-26T21:33:00.000,0.000142,-1.0,X1.4,SF,S13W25,6071,Yes,0,-1.0,1,102.0,No,,,G7,1990-05-26T21:07:00.000,0.111,0.109,,46.0,49.8,35.9,49.6,None,,,,,,,,0,,,,2.4e-05
1444,1990-06-06T20:23:00.000,1990-06-06T20:33:00.000,1990-06-06T20:58:00.000,1.91e-05,-1.0,M1.9,SN,S18W76,6093,,0,-1.0,0,-1.0,No,,,G7,1990-06-06T20:44:00.000,0.0149,0.0136,,16.5,49.3,16.3,48.8,None,,,,,,,,0,,,,1e-05
1445,1990-06-07T01:43:00.000,1990-06-07T03:08:00.000,1990-06-07T03:53:00.000,2.61e-06,16.0,C2.6,1F,S25E90,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-07T03:52:00.000,0.0164,0.00855,,9.27,49.2,10.6,48.6,None,,,,,,,,0,,,,1.9e-05
1448,1990-06-08T14:51:00.000,1990-06-08T15:33:00.000,1990-06-08T16:11:00.000,5.73e-06,16.0,C5.7,SF,N11E12,6089,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-08T16:11:00.000,0.02,0.011,,9.26,49.3,10.6,48.7,None,,,,,,,,0,,,,4.5e-05
1449,1990-06-09T14:08:00.000,1990-06-09T14:26:00.000,1990-06-09T15:15:00.000,1.45e-05,16.0,M1.4,1N,S14E75,6100,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-09T15:00:00.000,0.0303,0.027,,14.0,49.3,14.4,48.8,None,,,,,,,,0,,,,5.7e-06
1450,1990-06-09T16:43:00.000,1990-06-09T16:50:00.000,1990-06-09T17:01:00.000,2.53e-05,-1.0,M2.5,2B,N08W01,6089,Yes,1,7.0,1,28.0,No,,,G7,1990-06-09T16:54:00.000,0.0086,0.00736,,15.5,49.4,15.6,49.0,None,,,,,,,,0,,,,2.5e-05
1451,1990-06-10T07:05:00.000,1990-06-10T07:21:00.000,1990-06-10T07:49:00.000,2.39e-05,16.0,M2.3,2B,N10W10,6089,Yes,0,-1.0,1,16.0,No,,,G7,1990-06-10T07:34:00.000,0.0217,0.0192,,16.1,49.4,16.0,49.0,None,,,,,,,,0,,,,2.5e-05
1453,1990-06-10T14:34:00.000,1990-06-10T15:05:00.000,1990-06-10T15:24:00.000,3.38e-05,16.0,M3.3,1B,N08W13,6089,Yes,1,10.0,0,-1.0,No,,,G7,1990-06-10T15:13:00.000,0.0242,0.0202,,16.6,49.4,16.4,49.1,None,,,,,,,,0,,,,3.3e-05
1454,1990-06-10T16:14:00.000,1990-06-10T16:48:00.000,1990-06-10T17:10:00.000,4.55e-06,16.0,C4.5,SF,N24W07,6095,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-10T17:10:00.000,0.0124,0.00523,,8.06,49.2,9.49,48.6,None,,,,,,,,0,,,,3.3e-05
1455,1990-06-10T21:06:00.000,1990-06-10T22:07:00.000,1990-06-10T22:35:00.000,1.74e-05,16.0,M1.7,SF,N09W17,6089,Yes,0,-1.0,1,146.0,No,,,G7,1990-06-10T22:35:00.000,0.0504,0.0398,,11.9,49.4,12.8,48.9,None,,,,,,,,0,,,,3.3e-05
1456,1990-06-11T09:38:00.000,1990-06-11T09:44:00.000,1990-06-11T10:32:00.000,4.54e-05,16.0,M4.5,2B,N10W22,6089,Yes,0,-1.0,1,20.0,No,,,G7,1990-06-11T09:47:00.000,0.00953,0.00882,,17.0,49.5,16.7,49.2,None,,,,,,,,0,,,,4.5e-05
1457,1990-06-12T05:15:00.000,1990-06-12T05:40:00.000,1990-06-12T08:51:00.000,6.47e-05,16.0,M6.4,2B,N10W33,6089,Yes,0,-1.0,1,250.0,No,,,G7,1990-06-12T05:58:00.000,0.0976,0.09,,16.8,49.8,16.6,49.4,ProtonFlare 1,990-06-12T07:30:00.000,,,,,,,1,,,,6.400000000000001e-05
1458,1990-06-12T16:41:00.000,1990-06-12T16:59:00.000,1990-06-12T17:17:00.000,6.35e-06,16.0,C6.3,1F,N14W41,6089,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-12T17:17:00.000,0.0104,0.00558,,8.86,49.2,10.3,48.6,None,,,,,,,,0,,,,6.400000000000001e-05
1459,1990-06-13T14:07:00.000,1990-06-13T14:20:00.000,1990-06-13T14:37:00.000,7.08e-06,16.0,C7.0,1N,N09W52,6089,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-13T14:36:00.000,0.00925,0.00674,,9.42,49.2,10.8,48.6,None,,,,,,,,0,,,,1.1000000000000001e-05
1460,1990-06-13T18:13:00.000,1990-06-13T19:26:00.000,1990-06-13T20:57:00.000,4.42e-06,16.0,C4.4,1F,S17E19,6100,,0,-1.0,0,-1.0,No,,,G7,1990-06-13T20:57:00.000,0.0317,0.0225,,7.48,49.4,8.89,48.8,None,,,,,,,,0,,,,1.1000000000000001e-05
1461,1990-06-14T17:54:00.000,1990-06-14T18:58:00.000,1990-06-14T19:39:00.000,3.8e-06,16.0,C3.8,1F,N07E37,6105,,0,-1.0,0,-1.0,No,,,G7,1990-06-14T19:39:00.000,0.0165,0.0105,,6.73,49.5,8.08,48.9,None,,,,,,,,0,,,,4.4e-06
1462,1990-06-15T08:09:00.000,1990-06-15T08:36:00.000,1990-06-15T09:00:00.000,3.18e-05,-1.0,M3.1,2B,S31E28,6106,Yes,1,27.0,1,9.0,No,,,G7,1990-06-15T08:46:00.000,0.0278,0.0258,,13.4,49.5,14.0,49.1,None,,,,,,,,0,,,,4.2e-06
1463,1990-06-20T07:08:00.000,1990-06-20T07:33:00.000,1990-06-20T07:53:00.000,5.12e-06,128.0,C5.1,SF,S30W40,6106,Yes,0,-1.0,0,-1.0,No,,,G7,1990-06-20T07:53:00.000,0.00881,0.00404,,7.8,49.1,9.22,48.6,None,,,,,,,,0,,,,1.6999999999999998e-06
1464,1990-06-24T04:51:00.000,1990-06-24T05:37:00.000,1990-06-24T06:53:00.000,7.33e-06,16.0,C7.3,SF,S20E71,6122,Yes,1,8.0,0,-1.0,No,,,G7,1990-06-24T06:53:00.000,0.0364,0.031,,9.0,49.2,10.4,48.7,None,,,,,,,,0,,,,3e-06
1465,1990-06-25T01:13:00.000,1990-06-25T01:30:00.000,1990-06-25T01:38:00.000,1.2e-05,16.0,M1.1,2B,S23E50,6122,Yes,1,6.0,1,146.0,No,,,G7,1990-06-25T01:35:00.000,0.00964,0.00879,,13.2,49.1,13.8,48.7,None,,,,,,,,0,,,,7.2999999999999996e-06
1466,1990-06-26T19:30:00.000,1990-06-26T19:39:00.000,1990-06-26T19:51:00.000,1.84e-05,16.0,M1.8,1B,S21E29,6122,Yes,1,11.0,0,-1.0,No,,,G7,1990-06-26T19:45:00.000,0.00928,0.0086,,16.9,49.2,16.6,48.9,None,,,,,,,,0,,,,8.099999999999999e-06
